Restaurant name,Link in manta,Manta verified,Street address,City,State,Postal code,Phone number,Website,Description
Hae Jang Chon Korean BBQ Restaurant,https://www.manta.com/c/mh1f2kq/hae-jang-chon-korean-bbq-restaurant,False,3821 W 6th Street,Los Angeles,CA,90020,(213) 389-8777,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fhaejangchon.com%2Fnew%2F&s=7e7621ccdb93f30b760b69bccc8e0547&cb=3987040&emid=mh1f2kq,
Restaurant,https://www.manta.com/c/mm760p6/restaurant,False,Serving Area,Long Beach,CA,90808,(789) 456-1236,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.restaurant.com%2F&s=c09de78e7d6f5ef13ee5efdec7e9cd10&cb=3987040&emid=mm760p6,"Thomas C Henry, Attorney"
Restaurant,https://www.manta.com/c/mkxrs9m/restaurant,False,1319 3rd Street Promenade,Santa Monica,CA,90401,(424) 252-9108,,
Restaurant,https://www.manta.com/c/mkxrdlt/restaurant,False,210 Main Street,El Segundo,CA,90245,(310) 648-8979,,
Restaurant,https://www.manta.com/c/mkhypr0/restaurant,False,6159 Van Nuys Boulevard,Van Nuys,CA,91401,(818) 646-0126,,
Restaurant,https://www.manta.com/c/mkr20l3/restaurant,False,1958 Colorado Boulevard,Los Angeles,CA,90041,(323) 274-4728,,
Restaurant,https://www.manta.com/c/mk1xfjk/restaurant,False,1457 East Florence Avenue,Los Angeles,CA,90001,(323) 763-2898,,
Restaurant,https://www.manta.com/c/mm8k8pq/restaurant,False,Serving Area,Long Beach,CA,90808,(741) 258-9632,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.resto.com%2F&s=d3bac10a4f466cfcbed8d4568e33af64&cb=3987042&emid=mm8k8pq,
Scotty J's Bar-B-Que,https://www.manta.com/c/mvrb0dl/scotty-j-s-bar-b-que,False,10807 Crenshaw Blvd,Inglewood,CA,90303,(310) 910-0513,,Bar-B-Que Restaurant
Aleco Seating Co,https://www.manta.com/c/mt1lyq8/aleco-seating-co,False,6534 Clara St,Bell Gardens,CA,90201,(323) 264-3242,https://www.manta.com/urlverify?redirect=http%3A%2F%2Falecoseating.com&s=764cdd22a296f8b5817c3c7144e2275c&cb=3987042&emid=mt1lyq8,restaurant furniture manufacturers table tops table bases booths wood chairs metal chairs
Killer Shrimp,https://www.manta.com/c/mtxc3js/killer-shrimp,True,4211 Admiralty Way,Marina Del Rey,CA,90292,(310) 578-2293,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.killershrimp.com&s=c46d3014791ae8b6621adf2b5e9cbf7e&cb=3995606&emid=mtxc3js,Marina del Rey's Best Seafood Restaurant
Jabal Lebnan Mediterranean Kitchen,https://www.manta.com/c/mxfrcv3/jabal-lebnan-mediterranean-kitchen,False,8823 Sunland Blvd,Sun Valley,CA,91352,(818) 504-2227,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.bestmediterraneanrestaurants.com%2Fjabal-lebnan-mediterranean-kitchen.html&s=92ee2d88f4542fd38b20fa02ea60896f&cb=3995607&emid=mxfrcv3,"Jabal Lebnan Mediterranean Kitchen provides you great Lebanese recipes, you will found Beef Kabab, Chicken Kabab, Hummus, Tabuleh and many more."
Wrap Express,https://www.manta.com/c/mvrh096/wrap-express,False,1525 N Verdugo Rd,Glendale,CA,91208,(818) 396-4200,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.wrapexpress.com&s=4c6f3e772c5adb0c0f015cd6df424dc4&cb=3995607&emid=mvrh096,First Fusion Middle Eastern European Fast Service Restaurant
Schlep & Fetch Delivery Services,https://www.manta.com/c/mx4lgtv/schlep-fetch-delivery-services,True,4300 W Jefferson Blvd. #6,Los Angeles,CA,90016,(323) 306-5999,,"Schlep & Fetch is an On-Demand Delivery Service, Personal Messenger, Expedited Courier and Food Delivery Service in Los Angeles. Get it Schlepped!"
Restaurant Contractors,https://www.manta.com/c/mxflgrw/restaurant-contractors,True,,Los Angeles,CA,90045,(310) 540-6642,https://www.manta.com/urlverify?redirect=http%3A%2F%2FBuildRestaurants.com&s=6af9151ffbf04e29dec44c6b5a989a55&cb=3995608&emid=mxflgrw,"General Contractors, Builders of Restaurants, Retail, Tenet Improvements, Food Establishments."
Wrap Express,https://www.manta.com/c/mrs92sx/wrap-express,False,1525 N Verdugo Rd,Glendale,CA,91208,(818) 396-4200,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.wrapexpress.com&s=4c6f3e772c5adb0c0f015cd6df424dc4&cb=3995608&emid=mrs92sx,"Wrap Express is the first Fusion Middle Eastern European Fast Service Restaurant of its kind. In the mornings we serve Belgian Waffles, French Crêpes,"
Pasta Roma,https://www.manta.com/c/mx43j5b/pasta-roma,True,2827 South Figueroa Street,Los Angeles,CA,90007,(213) 742-0303,,
DeCarlo Pizza,https://www.manta.com/c/mx47f2c/decarlo-pizza,True,12460 Venice Blvd.,Los Angeles,CA,90066,(310) 844-7436,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.decarlopizza.com&s=0604ac03a33719481f39100152f2a759&cb=3995609&emid=mx47f2c,We offer the highest quality ingredients in all of our Pizzas and meals!
LA Costa Restaurant,https://www.manta.com/c/mm31xsp/la-costa-restaurant,False,854 N. Garfield Avenue,Montebello,CA,90640,(323) 728-7492,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.lacostarestaurant.com%2F&s=b475844ab0fe6dcefa2bfcc0ff374593&cb=3995609&emid=mm31xsp,"Get ready to try authentic, spicy, zestful and colorful Mexican cuisine at La Costa Restaurant! Everyday is a celebration with our varied menu. Lose yourself in the ambiance and taste of Mexico!"
AK Pro Construction,https://www.manta.com/c/mx4f95r/ak-pro-construction,True,1840 W 220th Street,Torrance,CA,90501,(310) 320-5757,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fakproconstruction.com%2F&s=85c1eaa8e8ce371e3e66ac5a5bd33d64&cb=3995610&emid=mx4f95r,"Construction service residence and commercial, new construction, remodel and additional custom, designing and architecture."
CE Kitchen Cleaning Los Angeles,https://www.manta.com/c/mx5rkf4/ce-kitchen-cleaning-los-angeles,False,10736 Jefferson Blvd,Culver City,CA,90230,(323) 515-9552,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.steamcleaningca.us&s=0623201261b571dc2c6e63c2155b9925&cb=3995610&emid=mx5rkf4,"CE Kitchen Cleaning Los Angeles California- We clean all areas within commercial kitchens, including walls, floors, ceilings, ducting and vents etc."
Armstrong cal builders,https://www.manta.com/c/mx4xykd/armstrong-cal-builders,True,3130 E. Willow Street,Signal Hill,CA,90755,(562) 304-8899,https://www.manta.com/urlverify?redirect=http%3A%2F%2Farmstrongcalbuilders.com&s=a78f5a8a986b485a73012e2487bf28a1&cb=3995610&emid=mx4xykd,Commercial Construction & Residential Construction in Los Angeles and Orange County
Back home in Lahaina,https://www.manta.com/c/mxjx02q/back-home-in-lahaina,True,519 East Carson Street,Carson,CA,90745,(310) 835-4014,,
Bear Pit Bar-B-Que Restaurant,https://www.manta.com/c/mm24nrd/bear-pit-bar-b-que-restaurant,True,10825 Sepulveda Boulevard,Mission Hills,CA,91345,(818) 365-2509,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fbearpitbbq.com%2F&s=107388d31c73e5578dbd0cc93d771fb1&cb=3995611&emid=mm24nrd,This establishment is a San Fernando Valley based BBQ restaurant with a long standing history and a loyal following that spans generations.
La Costa Del Sol Pupuseria,https://www.manta.com/c/mxfcy66/la-costa-del-sol-pupuseria,True,4505 Slauson Ave,Maywood,CA,90270,(323) 562-2776,,Serving the community with the authentic taste of Salvadoran cuisine since 2000. Bringing the taste of El Salvador here to Los Angeles.
Arry's Super Burgers,https://www.manta.com/c/mm4gd01/arry-s-super-burgers,False,1015 W Whittier Blvd,Montebello,CA,90640,(323) 726-1550,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.yelp.com%2Fbiz%2Farrys-super-burger-montebello&s=199ca33406882bd230f343777fd4acec&cb=3995612&emid=mm4gd01,"Burgers, Fast Food, Pastrami sandwhich, Chili Cheese Fries and More."
Maderas Steak & Ribs,https://www.manta.com/c/mm07cx6/maderas-steak-ribs,False,3642 Katella Avenue,Los Alamitos,CA,90720,(562) 598-0401,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.maderassteakandribs.com&s=c3d60c302719e0ef560d535b0e1ba645&cb=3995612&emid=mm07cx6,"Maderas Steak and Ribs is a steakhouse in Long Beach, CA Greater Area that serves the finest in Prime Steaks, BBQ & More!"
Contempo Interiors,https://www.manta.com/c/mh1l4j2/contempo-interiors,False,3966 Redwood Avenue,Los Angeles,CA,90066,(310) 985-1191,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.facebook.com%2FCarlaClenney-Martinez&s=04e89f650ddc9f76c09480ca9cbc326b&cb=3995612&emid=mh1l4j2,
Cocina Primavera,https://www.manta.com/c/mrn56cc/cocina-primavera,False,9111 W Olympic Blvd,Beverly Hills,CA,90212,(310) 550-7834,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.primaverala.com&s=4cc5b5cf96ffdf68250a1c892655815c&cb=3995613&emid=mrn56cc,"Full service restaurant offering contemporary Latin cuisine: Oven Roasted Whitefish, Sweet Corn Tamales, Fresh Shrimp Ceviche, Crabcakes"
Chefsine,https://www.manta.com/c/mvrcvnc/chefsine,False,15434 Valley Blvd.,La Puente,CA,91746,(626) 333-2200,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.chefsine.com&s=d3f9211b06b03b7caed7bbc326721763&cb=3995613&emid=mvrcvnc,International Food Services
The Long Beach Port,https://www.manta.com/c/mx79b5m/the-long-beach-port,False,145 w. Broadway,Long Beach,CA,90802,(562) 437-0123,,"Sports Bar, Billiards, Restaurant 26 FLAT SCREEN TV's 14 POOL TABLES FULL BAR FULL RESTAURANT"
Kimco Service CO,https://www.manta.com/c/mmfnczl/kimco-service-co,False,1219 1/2 W El Segundo Boulevard,Gardena,CA,90247,(323) 756-7333,,resturant cooking equipment repair
The Soup Bar Inc,https://www.manta.com/c/mrltv6f/the-soup-bar-inc,False,310 East Grand Avenue,El Segundo,CA,90245,(855) 768-7227,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.soupbar.com&s=bee37cdf026ea2c767de8f1d6244a055&cb=3995614&emid=mrltv6f,The Soup Bar is a warm and inviting quick service restaurant the serves handcrafted gourmet soups and fresh breads daily.
Thai Villa Restaurant,https://www.manta.com/c/mmfzn92/thai-villa-restaurant,False,5921 South St,Lakewood,CA,90713,(562) 920-3785,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.ThaiVillaLakewood.com&s=049eb39fd75907c74bf0a45403c7a212&cb=3995614&emid=mmfzn92,"Thai Restaurant Thai Food Long Beach, Lakewood, CA"
Matt Denny's Ale House Restaurant,https://www.manta.com/c/mwzjq4y/matt-denny-s-ale-house-restaurant,False,145 E. Huntington Drive,Arcadia,CA,91006,(626) 462-0250,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.mattdennys.com&s=342431113c2e5251b2dc654523769aa9&cb=3995615&emid=mwzjq4y,"pub style restaurant serving lunch and dinner with ales and beers from around the world,sports bar and micro-brewed beers,imported beers and ales wit"
Peter's Restaurant Booth Upholstery,https://www.manta.com/c/mx43zbb/peter-s-restaurant-booth-upholstery,False,1374 N Lake Avenue,Pasadena,CA,91104,(323) 340-3940,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.restaurantboothreupholstery.com&s=dce48d90828706a87cb60585367fc96a&cb=3995615&emid=mx43zbb,"Peter's Restaurant Booths provides restaurant booth upholstery, reupholstery and custom made booths. Everything for Restaurants seats upholstery."
Mercato di Vetro,https://www.manta.com/c/mwz221x/mercato-di-vetro,False,9077 Santa Monica Boulevard,West Hollywood,CA,90069,(310) 859-8369,,"Boasting an open market feel, Mercato di Vetro is an Italian market and eatery that spans two levels connected by a floor-to-ceiling wine rack."
Empress Harbor Seafood Restaurant,https://www.manta.com/c/mrsf7yn/empress-harbor-seafood-restaurant,False,111 N. Altantic Blvd.,Monterey Park,CA,91754,(626) 300-8833,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.empressharbor.net%2F&s=7a1ef57a56c6ed059042df99baa13bc1&cb=3995616&emid=mrsf7yn,"The best seafood dishes in Monterey Park, CA can be found only at Empress Harbor Seafood Restaurant. With a wide array of the best food we can offer, you're sure to leave satisfied but wanting more!"
CrepeStudio,https://www.manta.com/c/mvvgt0w/crepestudio,False,99 E Union St,Pasadena,CA,91103,(626) 844-8810,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fcrepeststudio.com&s=5df05fef6cca58953c372d9ef5f1a06c&cb=3995616&emid=mvvgt0w,"CREPEstudio is Crepe restaurant that offers savory, dessert crepes, salads, and panini. Located in the heart of Old Town Pasadena"
flame broiler,https://www.manta.com/c/mxfs8jz/flame-broiler,True,2335 E. Colorado Blvd #100,Pasadena,CA,91107,(626) 405-8888,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.Flamebroilerusa.com&s=59e3968e111598b98c3e8eb0d312a335&cb=3995616&emid=mxfs8jz,"A Healthy Choice If you are concerned about your health, you came to the right place. Why stress your body? Eat what your body needs and perform b"
El Comal Restaurant,https://www.manta.com/c/mvrctt0/el-comal-restaurant,False,14222 Imperial Hwy.,La Mirada,CA,90638,(562) 777-2530,,"El Comal Restaurant is a Mexican Restaurant in La Mirada, CA and one of the best Restaurants out there. Call for more details."
Celestino Drago Restaurant Group,https://www.manta.com/c/mx4hjj8/celestino-drago-restaurant-group,False,410 N Canon Drive,Beverly Hills,CA,90210,(310) 786-8236,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.celestinodrago.com%2F&s=bf7d3cf542447487c1c2eabdf9b14b39&cb=3995617&emid=mx4hjj8,"Italian Chef Celestino Drago has created a unique and inviting dining experience with his four restaurants in Beverly Hills, Santa Monica and downtow"
Bottega Louie,https://www.manta.com/c/mt47ntj/bottega-louie,True,700 South Grand Avenue,Los Angeles,CA,90017,(213) 802-1470,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.bottegalouie.com%2F&s=ba4e0d9b7826d702fadb5f6890c8efc8&cb=3995618&emid=mt47ntj,Bottega Louie
Roxolana Restaurant,https://www.manta.com/c/mrnqt6y/roxolana-restaurant,False,34 S Raymond Ave,Pasadena,CA,91105,(626) 792-0440,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.roxolanarestaurant.com&s=98220e12271b73ff379aa4674e9fa2f6&cb=3995619&emid=mrnqt6y,Authentic Ukrainian restaurant and wine bar in Old Pasadena.
Piknic Restaurant,https://www.manta.com/c/mtg4wy8/piknic-restaurant,False,11355 W Olympic Boulevard,Los Angeles,CA,90064,(424) 832-7221,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fpikniconolympic%40gmail.com&s=bb68988eab965a00630f70c84ad09b40&cb=3995620&emid=mtg4wy8,"Deli, and bakery , Your Piece of cake"
Restaurant Builders,https://www.manta.com/c/mxflgs4/restaurant-builders,True,,Los Angeles,CA,90045,(310) 540-6642,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.losangelesrestaurantbuilders.com&s=a37bc855f6b34a1af02781bef9dd69ba&cb=4004900&emid=mxflgs4,Restaurant Contractors & Builders
Vinoteque,https://www.manta.com/c/mx4hm5w/vinoteque,False,7469 Melrose Avenue,Los Angeles,CA,90046,(310) 860-6060,,
Turtle Restaurant,https://www.manta.com/c/mmckw1s/turtle-restaurant,False,4271 Beverly Boulevard,Los Angeles,CA,90004,(323) 662-3988,,
sure3 tek Inc,https://www.manta.com/c/mx448m8/sure3-tek-inc,True,17171 E Gale Ave 110,City Of Industry,CA,91745,(888) 888-8500,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.sure3.com&s=7ed0796f5bf17c33f2c6dfe0959dd77f&cb=4004901&emid=mx448m8,sure3 is a website builder and marketing platform for restaurants that enables online ordering and powerful tools to increase revenue for restaurants!
Trinidad Restaurant,https://www.manta.com/c/mmdfhw7/trinidad-restaurant,False,10925 1 2 South Figueroa Street,Los Angeles,CA,90061,(323) 418-8502,,
R & C Refrigeration & Cooking Equipment,https://www.manta.com/c/mkw0ln4/r-c-refrigeration-cooking-equipment,False,Service Area,Lynwood,CA,90262,(562) 268-5315,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.lynwoodovenrepair.com%2F&s=df16419d3f235e2aeaa81ebbf567e7e2&cb=4004901&emid=mkw0ln4,
pinoyresto.com,https://www.manta.com/c/mx8m5w4/pinoyresto-com,True,,Los Angeles,CA,90026,(213) 413-5077,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fpinoyresto.com&s=9122c1b024a818f50568574286a3950d&cb=4004902&emid=mx8m5w4,A website that provides directory solutions to filipino restaurants all over America. We also include famous pinoy recipes and funny videos for your
Chef Josette,https://www.manta.com/c/mx43tgz/chef-josette,False,3024 S Cochran Ave,Los Angeles,CA,90016,(323) 567-3883,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.chefjosette.com&s=e361313ec8ddd843f49d650ec29d0dca&cb=4004902&emid=mx43tgz,
L.A. POS SYSTEM SALES - (888) 576-0665 (USA),https://www.manta.com/c/mx4cjld/l-a-pos-system-sales-888-576-0665-usa,True,,Los Angeles,CA,90305,(888) 576-0665,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.POSSystemsConsultants.com&s=18ef6012db0f17728ad9e5ebf0e87cc0&cb=4004903&emid=mx4cjld,"Your Choosing POSSystemsConsultants.com You're in the right place for POS System Consulting Services and POS System Sales, Your Business will Receive"
Steven's Steak & Seafood House,https://www.manta.com/c/mm74xj9/steven-s-steak-seafood-house,True,5332 Stevens Pl,Commerce,CA,90040,(323) 723-9856,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.stevenssteakhouse.com&s=dbf3a57e938723aaa64df257f19e854b&cb=4004903&emid=mm74xj9,Come experience Truly Exquisite Cuisine
Texis Restaurant,https://www.manta.com/c/mm881wb/texis-restaurant,False,2813 West Pico Boulevard,Los Angeles,CA,90006,(323) 734-8803,,
Proactive Security Services,https://www.manta.com/c/mx4w548/proactive-security-services,True,4001 Inglewood Ave 101-382,Redondo Beach,CA,90278,(310) 371-5300,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.proactivepsecurity.com&s=bf35a6908c991a5f66fd0ee23584136b&cb=4004904&emid=mx4w548,"Proactive Security Services offers professional services related to security, training and video surveillance systems."
Restaurant Restaurant Corporation,https://www.manta.com/c/mbspccp/restaurant-restaurant-corporation,False,713 East Garvey Avenue,Monterey Park,CA,91755,(626) 280-8655,https://www.manta.com/urlverify?redirect=http%3A%2F%2FUsathairestaurants.com&s=c371b9264518b1221dad7fb4283980f7&cb=4004904&emid=mbspccp,
Kakura Restaurant,https://www.manta.com/c/mm8b3xx/kakura-restaurant,False,1817 Pacific Coast Highway,Lomita,CA,90717,(310) 530-7615,,
Komodo Restaurant,https://www.manta.com/c/mm79slq/komodo-restaurant,False,1806 South San Gabriel Boulevard,San Gabriel,CA,91776,(626) 307-3938,,
Restaurant Builders Tri Star Construction,https://www.manta.com/c/mx7rqy5/restaurant-builders-tri-star-construction,False,1715 Via El Prado,Redondo Beach,CA,90277,(310) 540-6642,https://www.manta.com/urlverify?redirect=http%3A%2F%2Frestaurantcontractors3105406642.com&s=e9693a7df01c8cd4b48cab5115c9766f&cb=4004905&emid=mx7rqy5,Tri Star Construction is a full-service building and contracting firm specializing in commercial projects
Delphi Greek,https://www.manta.com/c/mm0w51r/delphi-greek,False,1383 Westwood Boulevard,Los Angeles,CA,90024,(310) 478-2900,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.delphigreek.com&s=644656b35aa54f7f7a894cea4b63e548&cb=4004905&emid=mm0w51r,Mediterranean Restaurant ? Greek Restaurant
Forever Green Oil Co,https://www.manta.com/c/mt12h97/forever-green-oil-co,False,PO.BOX 3309 TUSTIN CA 92781,Tustin,CA,92781,(626) 692-8755,https://www.manta.com/urlverify?redirect=http%3A%2F%2FFOREVERGREENSTEAMCLEANINGSERVICES.COM&s=0d894da9298b3aece809fa44d10185d4&cb=4004906&emid=mt12h97,
The Wilde Thistle Celtic Cafe,https://www.manta.com/c/mx4n55y/the-wilde-thistle-celtic-cafe,False,3456 Motor Ave.,Los Angeles,CA,90034,(310) 730-6208,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.thewildethistle.com%2F&s=a8159eca3ad9925810685b626739d491&cb=4004906&emid=mx4n55y,"Breakfast Restaurant, Restaurant, Restaurant or Cafe, Dessert Shop, Coffee Shop, Tea House, Irish Pub, Irish Restaurant, Cafe, Live Music Venue"
